rating,content
1,"미니 사용 8개월차? 몇주전 미니 전용 26일 저금나오고, 시작함. 지금 22일차. 지금 안게 하나 있음. 뭐 성공하면 혜택으로 몇퍼센트의 이자 주는줄 알았는데 어이없개도 쓸데없는 스탬프를 줌.뭐 혜택 이자 주는거 자체가 없음. 진짜로. 계속 기대한 내가 잘못이다. 간단하게 요약하자면 그냥 성공하면 스탬프만 주는 26일 미니저금."
1,휴대폰 인증 하는데 인증번호 문자 오고나면 화면이 깜빡거리기 시작하더니 아무것도 안됩니다 키보드도 안떠서 인증도 못하고 아무것도 못하네요.
1,루팅으로 변형된 운영체제 기기로 판단된다며 접속이 불가능한데 전에 쓰던 폰에서 잘 쓰고 이번에 루팅한적 없는 공기계를 받아서 쓰고 있는데요 저 문구가 계속 떠서 기기가 바뀐 이후로 전혀 쓸수가 없네요
5,참 편리한점이 많앙 너무 단순하고 쉬워서 사용하기 편합니다 시중은행들이 보안걱정 많다구 처음에 그러더만 수수료부담없이 잘쓰고있습니다 감사합니다
2,미성년자 외국인이도 만들수있게 해주세요 이거 차별입니다 왜 한국인이만 카트 발급 가능할까요? 외국인들 억울하게네요 아주
5,카카오뱅크 너무 편리해서 잘쓰고 있습니다. 근데 한가지 정말 아쉬운 점이 가계부 같은 부가기능도 서비스 해주셨으면 좋겠습니다. 카카오가계부 같은 앱으로 자산관리를 더욱 편하게 할 수 있으면 좋겠습니다!
4,안전하지 않은 프로그램 또는 시스템이 탑재된 기기라고 하면서 어플 재설치해도 안 열리는데 어제까지만해도 잘 됐거든요ㅠㅠ 뭐가 문제인지 모르겠어서 리뷰 남깁니다
5,"해외사는 교포들.유학생 위해 해외카드 서비스도 되었으면 좋겠습니다.우리는 한국 쇼핑,경조사때 너무 힘든데 자동으로 환전되고 송.입금 된다면 정말 유용하겠어요!!"
1,페턴이나 비번 오류로 인해 재설정 하려면 신분증 찍고 영상통화 신청해서 전화 오면 통화해서 바꿔야 되는데 엄청 번거롭고 불편하네요 그 와중에 오류로 인해 변경도 안되고 또 반복하고 아오...
4,편하고 다좋은데 돈쓸때마다 뜨는 알람에 카드에 잔고가 얼마나 되는지도 알려주면 진짜 좋을거같아요 그것만 고치면 정말 편하게 쓸 수 있을 것 같아요
3,카뱅 패턴 비밀번호를 풀때 화면이 아예 터치안되거나 두번씩 패턴해제를해야할때가 많아 넘 불편해요 업데이트한뒤로 이런데 해결좀해주세요
1,실수로 다른 계좌로 인증하기를 눌렀은데 다시 뒤로 가지도 못하고 지웠다 다시 깔아도 계속 다른 계좌로 인증하기가 떠서 매우 불편합니다. 최소한 뒤로 다시 갈 수 있게 만드셨으면 좋겠네요. 실수로 인해서 30일이나 기다렸다가 해야할까 싶네요.
5,"역시 갓카오. 정렬기능 업데이트 좋아요bb 진짜 잘 사용중인데, 제발 사용자 마음대로 순서 정렬하는 기능 좀 추가해주세요. 여러가지 통장 정리해서 보기 편하게요ㅠㅠ"
1,주민등록증 사진인증이 안되서 사용못하는중 고객센터 전화하니 어쩔수 없다는 답변만...
5,1년정도 사용해본사람입니다. 정말 간편하고 쉽고 무엇보다도 수수료가 없어서 너무좋아요. 통장과 적금 통장 만들기도 너무간편합니다.
1,겔투 사용자 입니다.1월부터 접속 하려고 하면 등록되지 않은 기기라고 나오면서 매일 기기변경.하고 주민증 촬영 하고 있습니다.저만 그런게 아닌듯 합니다.
5,♥건의♥ 이체할때 지문으로 이체가 가능했으면 좋겠습니다. 세이프박스 금액을 미표시되게 했으면 좋겠습니다. 계속 금액이 보이니까 숨겨놓게 된돈도 다 쓰게되는거같습니다. 금액 미표시되게 하고 세이프박스에 들어갈때 지문 인증으로 하여 금액 확인 됐으면 좋겠습니다.
1,이체내역좀 볼려했더니 업데이트하라길래 업데이트할려고 했는데 가장 최신버전인데 더이상 업데이트 할게 없는데 어떻게 하라는거죠?? 단점들 찾아내서 직접 개발하고 업데이트하라는 소리인가요?? 참 불편하네요ㅡㅡ
1,최악이에요. 안드로이드 5.0이하에서 오류 난거라 재설치 하고 점금화면도 핀번호로 바꿔야 하도 기기변경을 신청한다음 신분등 촬영해서 인증 받으라네요. 해지도 앱에서만되니까 이더 다 하고 앱깔고 해지하라고요. 간편하게 이용하려고 카카오 뱅크 이용 했더니 더 번거롭게하고 핸드폰도 내 맘대로 못쓰네
2,얼마전까지만해도 잘 쓰고았다가 어느날 카드 사용내역을 보려고 하니까 계속 튕기네요 그래서 이상해서 지웠다 다시 깔았는데도 불구하고 계속 튕기네요. 빨리고쳐주세요 불편해요
4,시간 지나먄 재로그인하는거 좀더 편리하게 할수있을것 같아요 그리고 세이프박스 슬라이더로 조절하는건 좋은데 취소 확인키가 너무 작고 촌스러워요
1,몇 달 내에 계속 오류나서 앱 삭제 후 재설치를 계속 하고 있어요 너무 거슬립니다 오류 개선 부탁이요
1,해킹에 너무약함 하루에 5~6번해킹땜에 지우고다시깔음 너무함
5,이체할때 돈 찾아쓸때 수수료 없어서 좋구요 다른곳으로 이체시킬때 간단하고 편해요. 다른은행과 다른점은 복잡하지않고 간단하다는것 잘 활용하겠습니다
3,잘사용하고있습니다이자관계는어떻게되는지궁금합니다. 사용잘하고있는데한가지단점은전화통화가어렵습니다.오늘도몇십분시도하다포기했습니다.
1,"계속 네트워크 확인하라는 문구만 뜨네요. 데이터 무제한, 와이파이 잡아도 소용없네요."
1,제가 카뱅으로 플레이스토어 상품을 샀는데 왜 카카오페이로 가있는거예요 돈이
2,이번업데이트맘에안드네요 이체하기 엄청 불편해졌네요;; 저번 버전이 훨씬 편하고 좋은데 왜 자꾸 업뎃해서 불편하게만드는지..
4,"편리성 ,용이성 추구 하는 고령 세대"
5,타행 모바일뱅킹을 하다보면 카뱅이 얼마나 편하고 빠르고 이용하기 쉬운지 되돌아보게 되네요..
5,잘 쓰고 있습니다 한가지 아쉬운게 계좌 보이는 순서 변경할 수 있게 해주는 기능 있으면 좋을듯해요
1,장난하나 무슨 일시적인 오류 라면서 전화도 쳐 안받으시네요 ㅎ 서버점검이나 그런거면 일시적이라고 하면 안되죠 ㅎ 빨리송금해야하는데 전화는 10분이 지나도 안받고 뭐하자는건지;
5,26주 넘 좋음
1,아니 스팀에서 비번 기억안나서 3번 틀렸는데 3회누적이라고 비번바꾸라해서 바꿔줬는데 맞게 쳤는데도 왜 3회누적이라고 문자날라오고 또 바꾸고 다시하니까 또 3화누적 아니 한번 틀렸다고 해야지 그리고 애초에 안틀렸잖아 비번이 바뀌었다면서 맞게 쳐도 틀렸다 하냐 다 좋은데 이런거 좀 고쳐라 리뷰 상태보니까 하루이틀 일이 아니던데
3,뱅크 사용하려고 깔았는데 계속 네트워크 오류가 발생했다고 뜨네요 다른 인터넷은 잘만 되는데 왜이런가여? ㅡㅡ.. 기종은 갤럭시 온7 프라임입니다.
5,은행가서 복잡하게 할 것도 없고 간편하게 핸드폰만으로도 할 수 있는게 너무 편리하고 좋네요^^ 수수료 없어서 좋아요~~ 카카오짱
3,잘 쓰가 폰 펌웨어 업데이트 후로 지문 등록 불가... 우리은행은 잘 되는 걸로 봐서는 폰 문제는 아닌 듯 한데 오류 내용도 없고 그냥 다시 시도하래
4,편해요~~ 카뱅덕에 좀더 적극적으로 저축을 하게 되는것같아요. 가계부 기능이 같이 있으면 좋겠어요.
4,카카오뱅크를 성인이 된 후로 계속 사용해오고 있습니다. 그런데 한가지 기능 추가가 더 있었으면해서 리뷰 남깁니다. 세이프 박스를 이용하면서 돈을 넣어두기는하지만 간혹 이 돈의 출처가 어디였는지 잊게 됩니다 세이프박스에 돈을 넣을때에도 이름을 정해 넣을 수 있었으면 좋겠습니다. 그러면 더 저축할 힘이 생길것 같다는 생각이 듭니다.
1,오늘 밥먹고 결제하려는데 카드로 결제 안되서 정말 난감했음... 계좌이체하려는데도 재시도만 계속 뜨고 지금까지 참 편하다고 생각했는데 ... 똑바로합시다
1,신분증 확인할때 사진촬영을 하면 뭐합니까...앱이 확인을 못하는데 재촬영을 해도 똑같이 확인을 못하고 이러는데 어떻게 쓰겠습니까?
5,정말 좋은 👍 통장 개설 하세요
1,딱히 리뷰를 남길것도 없네요. 제가 하고싶은 말들이 이미 다 리뷰에 올리와있으니. 신분증 자동촬영 기능보다 차라리 제가 직접 찍는게 더 잘 찍을것 같네요.
1,카뱅을 너무 쓰고싶은데 휴대폰명의를 제껄로 안해놔서 들어가지도 못하고 전에 가입한것도 찾을수도없고... 공인인증서로 인증할수잇는 방법이라던지 좀 대책해주셧으면하네요
1,pc에서 사용하기가 왜 이리 힘들게 해놨는지!!! 보통의 사이트 처럼 사용하기 쉽게 해야하는거 아닌가... 갑자기 화가 나서..pc로 잔액확인 좀 할려고 하는데... 그냥 거래를 끊고 싶네!!!
1,자꾸 인증화면이 떠서 기기변경 인증을 해야 하네요.
1,"뭐가 쉽고 간편한지 모르겠네,설명은 있는데 PC에서 실행이 않되네. 사용방법도 쉽지 않구만."
2,갑자기 루팅 된 폰이라고 안들어가져서 재설치 하려고 했더니 설치도 이유모르게 안돼서 몇 번 시도 끝에 겨우 설치했더니 이번엔 신분증 인증이 안된다고 그러네요;; 대체 왜 이러는거죠?
2,계좌이체한걸 보려고 하는데 1년정도된거는 볼수가없네요 최근 3대월끼지만되고 그이전꺼는 볼수가없어요. 아무리 해도 안되네요.
4,이거 왜 원래있던계좌랑 연결이 안되나요? 설명대로 다시 설치하고 본인인증까지 실컷했는데 계속안뜹니다. 여러번했는데 마찬가지입니다
4,카카오뱅크 참 편리하고 좋아요 그런데 저같은 사람에겐 두가지 정도 불편함이 있습니다 일단 제가 시력이 안좋은 사람 이라 처음에 패턴 열고 들어가는게 어려울때가 있습니다 저도 저지만 제 주변엔 아예 안보이시는 시각장애인 분들 얘기 들어보면 다른건 음성으로 어찌어찌 하겠는데 패턴은 좀 힘드신가봐요 음성이 접근하는 방식으로 열렸으면 좋겠습니다 두번째는 제가 저시력 시각장애인이고 백내장 때문에 눈부심이 심해서 카카오톡에선 고대비(색상반전) 테마를 사용하고 있습니다 보통은 밝은바탕에 검은글자가 기본이지만 전 검은바탕에 흰색글자로 바꿔서 보는게 눈부심도 덜하고 조금더 잘 보이거든요 그런데 카카오뱅크는 카카오톡과 달리 테마를 따로 설정할수도 없고 글자크기나 굵기 등 조절할 수 있는 옵션이 없어 결제할때 치는 비밀번호가 잘 안보여서 누를때마다 좀 힘이 듭니다 제 눈에 증상이 노인분들께서 가지신 증상과 비슷하거든요 이 부분이 수정된다면 더 많은 분들이 편리하게 이용하실거라 봅니다 응원할께요♡
5,호주에서 은행이용할때 굉장이 편리했는데 한국은 절차가 너무복잡한데 카카오뱅크는 사용하기 간단하고 편리합니다. 일반 다른 은행은 보안카드에 비밀번호에 본인인증까지하고 그러고도 보안 뚤리면서 뭐하러 서비스하는지 모르겠네요.
1,새로 켤 때마다 본인인증 해야하는데 잠금화면 안 해놔서 그런 건가요? 삼성페이도 그렇고 왜 갑자기 잠금화면에 목숨거는 지.. 너무 불편합니다. 카드 다른 은행 걸로 쓰고싶을 정도로 불편해요.
5,완전 편리하고 좋아요
5,너무 좋게.잘 사용하고있습니다
3,다 좋은데 mini 티머니 충전 안 하고 계좌랑 통합되면 더 좋을것 같네요 충전 안 하는걸 기대했는데
1,업데이트 했는데 하라고 몇 번을 보내냐
4,저신용 저소득 과대대출자를 위한 구제금융방식의 아이디어가 나와서 정말 힘든사람들에게도 작은 기회를 주는 금융이 생겼으면 좋겠습니다. 간편하고 수수료도 안들도 정말 잘 이용하고있습니다^^
3,카카오 미니카드를 만들어서 발급했는데 시간이 안맞아서 취소하려하니 12시가 넘어서 취소가 안되네요. 밤12시 이후가 아닌 발급한지 24시간 이내에 카드 신청이 취소되도록 만드시면 좋겠습니다.
5,아주편하고 빠름니다
5,지금까지는 아주좋아요 버벅거리는거도없고
1,계좌 비밀번호 오류때문에 초기화를 하려는데 대안이 영상통화를 해야되고 다른방법은 없고 이제 더이상 이용안합니다
5,헌눈에 입출금 확인이 가능하여 편리함
5,유용하고 편리합니다.
5,카카오뱅크 오류가 게속발생 해서 사용할수 없어서 제거합니다
5,글에 복합 기능 좋아요
5,심플합니다. 편리합니다.
1,별로 토스가 더 좋음
5,입출금통장 나이제한 좀 낮춰주세요
5,비가 많이 왔어요!
1,요즘 다시 키면 꼭 새로인증하게 만드네요
5,아주 편히하게 사용중 입니다.
1,걍 비번을 몇번이나 재설정해도 담날에 다시하면 리셋이에요 ㄹㅇ 개빡쳐요 전화 낮에해도 안받으세요.. 그렇다고 비번 재설정하고 바로 새로운 비번으로 해도 오류가 떠요 ㅋㅋㅋㄹㅇㅋㅋㅋㅋㅋ
4,편리한 금융생활 좋아요~~
5,프로모션혜택으로 적립금도 모으고 바로 받을수 있어서 이득이 많아요^^ 그리고 모든 타은행 이체도 수수료가 않붙어서 좋습니다^^ 카카오뱅크 하길 잘한것 같아요^^
5,다좋은데 세이프박스랑 저금통을 숨기는 기능이 생기면 좋겠습니다.
5,모임통장뿐 아니라 기본적으로 갤럭시 유저로서 삼성페이와 연동해서 쓰면 정말 편리합니다ㅜㅜ 계좌이체시 수수료 면제인 부분도 최고...카뱅만 쓰게 되네요
1,인출할때 자꾸 오류나는데 짜증나요 ㅠㅠ 전화해도 같은 답변뿐이고 하라는대로 다해봤는데 안되서 재설치중입니다...
5,적금들기도 편하고 은행 알못에게 딱 좋은 서비스 약간 아쉬운게 있다면 은근 혜택받는게 없는것같아요! 아무쪼록 잘사용하고 있습니다
1,카뱅이 왜 망하는지 잘보여준다
5,안전하고 너무 편리해요
1,당장 저 개같은 신분증 사진 촬영대신 수기입력 시스템 넣으세요 진짜
5,카카오뱅크 혜택도 많고 타사 카드보다 좋은거 같네요
5,"내 자산을 불리는 정보가 많고, 무엇보다 입출금 관리가 용이하고, 물론 광고도 많지만 싫지만은 않고, 이용하길 잘하는것 같아요."
1,"이벤트날은 그렇다 쳐도.. 어제도 오늘도 송금할 일 있었는데.. 네트워크 접속 오류라고 뜹니다. 여러번 시도 끝에 송금은 하였으나.. 짜증나고 불편합니다. 앱도 지우고 새로 깔아봤습니다. 이벤트날도 미리 카뱅에 천만원 입금해놓고 11시 정각에 문자링크 갔는데, 이벤트 마감. 그래서 바로 다시 천만원 원래 은행으로 송금하려고 카뱅 접속하는데 안되고.. 요 며칠 제대로 짜증나네요.."
5,쉽고 빠르고 시간절약되서좋네요 기본 업무는 은행에 전혀안가도 되겠어요 비대면 최고~
3,ㅣㅣ극비 입니다 그리곤 ㆍ 그냥
1,신분증 확인이 오류가 심하네요 발급일자 이름등등 다르게 나와서 확인이 안되네요 3시간동안 했는데 짜증날정도임 신분증이 새로운건데 업데이 해서 새신분증도 인식되게 하시고 오류가 심하니까 신분증 말고 될수있도록 부탁합니다 이렇게 힘들어서 어케합니까? ㅡㅡ
1,핸드폰 본인 명의가 안돼있어서 통장 계좌등록 안되는게 너무 아쉬워요..ㅠ 다른 앱들은 다되서편하게 쓰는데 카톡에서 쇼핑할려고 카카오뱅크도 하나 할려고하는건데 넘 불편해요..ㅠㅠ 빨리 개선 됐으면 좋겠어요..카카오뱅크는 여기저기 잘 쓸것 같았는데..ㅠㅠㅠㅠㅠㅠ
5,카카오뱅크를 통해서 은행을 생각하는 개념자체가 바뀌었어요~! 대출부터 적금 모든면에서 도움받고있습니다. 같지만 다른은행이라는 슬로건처럼 정말 그렇다고 생각해요~! 변치말고 좋은시스템 유지해주세요~ 생활에 도움주셔서 감사합니다^^
4,계모임통장으로 너무나 잘사용하고있습니다. 하지만 계모임통장에 회원들에게 경조사비를 곗돈으로 바로보낼수잇는 기능이 추가되었으면좋겠어용
4,지금까지 쓰는데는 문제없이 다 좋았는데 집에 필요한 물건사러 다이소 갈려는데 카카오 mini가 교통카드도 된다길래 경전철 입구에 찍었는데 안된다고해서 쩔쩔매다 옆에 있던 친구의 도움으로 겨우 해결됐어요 카카오뱅크에서는 교통카드로 쓸려면 따로 충전해야 된다는 충전해야한다는 말이 없었는데 공지 좀 추가해주세요 제가 카드자체를 처음 써봐서 원래 따로 충전해야했던 거였는데 모르는 거였을 수 있는데 저처럼 카드가 처음인 사람을 위해 추가해주시면 감사할 거 같습니다
1,계속 새로고침하고 11시 00초에 마감 안내문 봤다. 미리 입력폼에 정보입력했다가 대기탔거나 수작부리지 않은한 이럴수 없다. 공정거래위원회에 민원넣을거다. 어디서 우롱하고 앉았어. 시스템장앤줄
5,우선 넘 편하게 이체를 할수있는 장점이 있으며 바뿐시간 일이초때문에 일처리가 되냐 안되냐하는데 너무 큰 도움 받습니다.
1,낚임 이벤트 그리고 몇 시간 동안 접속 불가.. 이벤트 보다 스마트폰 뱅킹인데 몇 시간 동안 접속이 안되는 건 정말 심각하네요.
1,아니..신분증 제출 하래서 제한 풀어줘놓고..얼마 안되서 또 제한 먹이네요;;;;카드 그거 하나밖에 없는데 돈쓸때가 많고 빠져 나가는데가 많은데 참..불편하네요
4,화면전환도 빠르고 입출금현황을 실시간으로 전달 받을 수 있어 좋았습니다. 앞으로 더 좋고 다양한 상품을 기대해 봅니다.
1,일주일동안 신분증 촬영만 했는데 그 어떤 방법으로 찍히지가 않네요 사람 심신을 지치게만 만드는 인증방법입니다...신분증 촬영 좀 잘 되게 해주셨음 좋겠네요...새폰으로 바꾸고 인증 안되서 너무 힘듭니다
1,일정기간안에 받지않으면 자동 입금 취소기능이 있음에도불구하고 상대방이 돈을 받기전에 마음대로 입급취소가 가능한 신기한 시스템임 심지어 내역 조회도 불가능 사기 당하기 딱좋은 구조 이 앱을 꼭 써야한다면 입금을 꼭 확인하세요
5,정말 편리하게 잘 사용하고 있습니다. 별점 거의 안남기는데 정말 만족해서 남깁니다. 최고!
5,커다란 개인 전용은행을 주머니에 넣고 다니는 기분~ 그래서 든든합니다. 어~~!! 지갑 안가지고 나왔네 했다가 손에 핸드폰있으니. 이체하면 되지 머~ 하며 안심하게 될수 있는건 간편히 이용가능하는 카뱅때문입니다. 카뱅 화이팅~
1,"잘 사용하고 있었는데 이번 업뎃 이후로 속도가 너무너무너무너무 느려졌어요 로그인창 뜨는것도 한세월 , 로그인하고 들어가는데 한세월 , 클릭하면 창 띄우는데 한세월,,,갑자기 왜이러죠?"
3,뭔 경우인지는 모르겠지만 제가 카카오 미니를 사용하고 있는데요. 체크카드로는 질돼는데 티머니로 사용하려하니 99000원 있어도 잔액부족뜨네요 ㅋㅋㅋ 덕분에 택시 잘탔습니다.
1,계좌 해지하려는데 오류만 수십번나고 오류가 났으면 다시 하는 방법도 안알려주고 계좌 개설도 안되고 주민등록 인증도 안되고 안되는게 너무 많고 오류도 너무 많고 이딴식으로 할꺼면 왜 하는지도 모르겠네요 별점 1점도 아깝네요
5,이번에 얼리버드로 추가된 춘식이 카드 배경색과 동일한 색의 계좌 배경색이 나오면 좋겠습니다! 계좌 배경색이랑 카드 배경색이랑 맞춰서 사용했었는데 같은 색이 없어요
1,"뱅크샐러드를 사용하는데 카뱅만 유일하게 연동이 안되네요. 그래서 같지만 다른 은행인가요? 사용자 편의성, 접근성 높인다더니 타어플 연동은 막나보네요"
3,수수료없이 출금할수있는건 너무 좋은데 계좌 개설할때 꼭 신분증이 있어야된다는게 조금 아쉽네요
5,진짜 최곱니다 ... 매일 느리고 복잡하고 알림기능없는 어플들 보다가 속이 다 시원해요 이런 좋은 어플 만들어주셔서 감사해요
1,"글씨도 작아 잘 안보이고요 디자인은 예쁠지 모르지만, 은행번호등 몇개는 글씨가 작아 불편하다 그전만 못함. 디자인만 신경씀"
3,"편리하고 좋은데 저금통개설, 체크카드개설하려니 다음단계 못넘어가고 계속 창이멈춰있네요. 신분증인증때도 잘되지않아 계좌개설에 몇일걸렸는데 개선해주세요"
3,안드로이드 6.0 기기인데 패턴을 두번씩 그려야 합니다. 갑자기 이러는데 빠른 패치 바랍니다. 아래보니 저랑 같은 증상 있는 분도 보이던데...
5,"카드 배송이 안된다고 문의 드렸는데 친절히 답해주시고 바로 수용해주시는게 정말 좋았던 것 같습니다. 또 처음 써보는 앱임에도 불구하고 간단하게 입금,결재 할 수 있는게 나이가 되신다면 써보기 좋을 것 같아요!"
1,대책 없던 천만 이벤트. 시작전부터 오류가 심해지더니 11시 알람과 동시에 마감?! 짜고 치는건가.. 괜히 예금해지해서 손해만봤네요.
5,누구나 써도 어려움없이쓸수있음 이자도좋고 이율도 좋음 주변 사람들한테 추천해주고 깔아서사용법알려줬는데 다들 만족해요♡
3,"폰 바꾸고 신분증 촬영이 안되네요. 장소, 조명 바꿔서 여러번 해봤는데도 계속 안됩니다. 다른 방법이 있을까요?"
1,인증방식좀 다양하게 하길--멀쩡하게 잘쓰다 기기변경했는데 본인명의핸드폰이 아니라고 못쓰다니요;;말이됩니까
5,일반 체크가드처럼 쓰기편하고 삼성페이로등록해서 편하고 캐시백도있으니 좋습니다. 카드도 넘나 귀여움요ㅎㅎ 출금.이체 수수료없으니 더좋네요
5,사용하기 간편해서 좋아요. mini 에서도 저금통을 만들수 있게 해 주셔서 이자를 받을 수 있었으면 좋겠어요. 그리고 모임통장도 만들 수 있었으면 좋겠어요.
2,"신용대출 진행하는데 업데이트 하라고 하는데, 업데이트는 이미 되어있고. 다시 들어가면 업데이트 하라고 하고....무한 루프네요"
3,핸드폰바꾸기일주일전까지는너무너무잘사용하고빠르고좋았는데 폰바꾸고나서패턴하고나면 들어가지는게 너무느려요ㅜㅜ왜그런걸까요?전처럼신속하게사용하고싶습니다ㅠㅠ
4,다 좋은데 보유 금액 숨기기 기능이 있으면 좋겠어요 어플 켰을때 남들이 보유금액을 옆에서 보면 부담스럽네요 신한 쏠은 그런기능 있던데.. 추가 해주세요~
2,요즘 이체 하려고 하면 오류가 떠서 전화상담을 해도 어플을 삭제하고 다운받는 방법밖에 없다고 해서 계속 삭제하고 다운받는 방법으로 하고있는데 급할때는 사용하지도 못하고 계속 저 방법를 쓰려하니 귀찮네요 오류 안뜨게끔 해주세요
4,빠르고 쉽게 잘 사용하고 있습니다 저와 같은 나이가 있는 사람도 사용하기가 편한것 같아요.
1,핸드폰 바꾸고 새로 깔았는데요 신분증 인증 오류로 계속 사용 못하고 있거든요 나중에 다시 하래서 다른 것 좀 하다가 재시도하는데도 변함없는데 뭐 어쩌란건지 모르겠네요 사용하지말고 타은행으로 옮겨가라고 초치시나요?
3,미니카드에 카카오페이로 돈을 넣었는데 대중교통을 이용할때 잔액이 부족하다고 하더라고요 친구한테 물어보니 편의점에서 버스카드 충전을해야 쓸수있다고하는데 어떤 방식으로 충전하더라도 버스비도 되고 편의점 결제도 되도록 바꿔주시면 좋을거 같습니다
1,이 버전으로 만든 사람 해고해야 카뱅이 산다. 왜 더 뒤로 후퇴하는 버전을 생각했는지.. 이전 버전으로 안 돌아갈 경우 곧 탈퇴함.
5,이체수수료가 없고 적금들고 해약하기도 수월하고 적은 금액으로해도 눈치안보이고 적은돈 잠시 빌려쓰고 갚기도 용이하고 언제 어디서든 편하게 이용가능해서 너무 좋아요
1,미성년자도 민증이랑 운전면허없이 계좌 개설할 수 있게 해주세요ㅠㅠ 여권 같은 거로 할 수 있으면 좋겠어요..ㅠ
4,모임에 유용합니다. 다만 멤버별 입금현황에 멤버별 출금한 돈 또한 계산되어 보여지면 관리에 용의할 것 같습니다. 입금현황만 보니 액수 안맞는 원인 찾기가 어려웠습니다.
5,가장 큰 장점은 내손안에 은행이 있다는거죠. 쉽고 빠르고 간편하게 이용을 할 수 있어서 너무 좋아요. 번창하세요^^
3,이체한도가 너무 작아서 여러날에 걸쳐 이체하다보니 짜증나네요. 사용하기 간편해서 계속 사용하려다 목돈 필요시 한번에 이체가 안되니 소액만 사용하게 되요 ㅠ
3,어플을 지우면 재설치시 모든 항목을 다시 설정해야 합니다 어플만 지웠다 설치했다 할순없나요? 기존정보는 유지될수 있도록~~
3,카메라가 촬영이 불투명하게되서 주민등록증(본인증을하는데)이 안찍어지는데 계속다시촬영하라고하네요...그거빼고는좋네요
5,회외송금용으로 사용하고 있는데 좋아요 간편하고 이용하기도 편하고요 수익금도 달마다 계산되서 나오니 아주 좋아요 ㅋㅋㅋ
1,뭐든 좋은혜택 뒤에는 댓가가 있네요 수수료 면제라 좋다고 썻더니 신분증제한 걸려서 출금도 못하고 계좌해지 해달랬더니 안된다고하고 지점도 없어서 직접 방문도 안되고 이 계좌 내꺼다라는 본인인증 다한다고해도 안된다고하고 신분증재발급 받는 2주동안 계좌 못쓰네
3,기기변경으로 본인인증하는데 상당히 불편합니다. 신분증촬영 인식 매우 어려움 끝나지 않는 휴대폰본인인증
3,카뱅에 거의 돈을 넣어두었는데 폰완전고장이나서 새로 살려고했는데.... 폰이 고장났으니 순간 돈꺼낼수가 없어서 순간 놀램. 전 폰이 하나더있어서 거기로 카카오계정으로 로그인해서 인출했습니다. 패드나 노트북도 연동되면 넘 좋을거같습니다.
1,앱 실행할때마다 기기변경이떠요. 맨날 본인확인 핸폰인증에 민증인증에... 불편해서 어케 사용하란건지 ? 기기변경만 몇번했는지 모르겠네ㅡㅡ
5,불편함 없이 잘 사용하고 있으나 해당 부분 확인 부탁드립니다. 카뱅에서 카톡 친구한테 송금할 때 기존에는 제가 저장한 이름으로 확인이 됐는데 언제부터인지 저장한 이름이 아닌 별명 등 설정한 이름으로 확인이 되서 송금할 때 조금 불편하네요 해당 부분 확인 부탁드릴게요
1,주식 계좌 개설하고픈데 주식이벤트 자세히 보기 누르면 패턴 그리는 창으로 튕겨나가네요. 이벤트 창 누르는것도 튕겨나가네요. 왜 그런건가요
5,정말 편리하다. 수수료가 저렴한 반면 이율이 높다. 갸인 신용정보까지 무료로 실시간 볼수있다. 이보다 더 좋을 순 없다. 수출기업들에게도 널리 이용될 수 있기를..
1,은행앱인데 필요할때는 쓸 수 있게 해야하는거 아닌가요? 돈이 묶여 있는데 신분증 이후로는 넘어가지 않아서 사용을 못하고 있습니다. 이렇게 불안전한 곳에서 제 돈을 넣어둘 생각이 사라졌습니다. 해외 결제할때만 돈 넣어서 사용할께요.
5,"다른 것은 다 좋은데 계좌숨기기 기능이나 계좌, 세이프박스등 선택적으로 잔액숨기기 기능이 있었으면 좋겠어요."
3,최근 저금통기능이 생겼다고 풍문으로 알게됬는데 내 앱에선 그 기능이 없네요? 혹시나하네 전체 앱 업그레이드도 하고 카뱅앱 최신인지도 확인하고 지웠다가 다시 깔았는데도 나오질 않네요??
2,갤럭시 s20울트라사용자입니다. 최근 기기소프트웨어업데이트 후 어플실행이계속되지않네요
5,완젼 편하게 잘쓰는중입니다. 적금부터 이것저것 서비스 모두 다 편하네요^^ 너무 쉬우니..약간의 의심이 들 정도랍니다 ㅋㅋㅋ
4,잘 쓰고있습니다. 다만 시용네역 카카오톡 알림 시 잔액도 표기해주면 정말 좋을 것 같아요~매번 앱 실행해서 잔액 확인하는 게 넘 힘듭니다.
5,시중 뱅킹앱은 말할 것도 없고 내가 쓰는 모든 앱 중에 사용 편의성 갑! 개발자 기획자한테 잘해줘라~!!
1,잘 사용하고 있다가 오늘 어플 실행시 루팅 되었다고 하며 종료 되버리네요 심지어 다시 설치를 하여도 루팅 되었다고 종료 되버림 루팅 하지도 않았는데 루팅 되었다고 하여 사용 못하고 있음 빨리 수정해주세여
1,여직까지 잘쓰고있었는데 몇일전부터 접속도안되고 새로삭제하고 받았는대두 안됩니다 네트워크확인하란소리만 계속뜸
5,지금 특별 이벤트 정기예금 들어가려고 26주 적금 해약까지 했는데... 접속이 안되어서 앱을 삭제시키고 다시 다운로드 하고 있네요~ 될까 모르겠습니다...
