,content,label
544,카카오뱅크를 통해서 은행을 생각하는 개념자체가 바뀌었어요~! 대출부터 적금 모든면에서 도움받고있습니다. 같지만 다른은행이라는 슬로건처럼 정말 그렇다고 생각해요~! 변치말고 좋은시스템 유지해주세요~ 생활에 도움주셔서 감사합니다^^,1
6358,잔고이체후 삭제완료,0
5184,간편하고 좋아요,1
5809,간편하니 좋네요,1
4820,신용정보 조회하면 앱다운됨,0
15560,앗 문제가 발생했어요,0
11055,좋아요,1
1693,오픈뱅킹 계좌 금액만 가져올수있고 조회는 않됨. 다른은행은 다 기능 제공하는데.,0
11259,좋아요,1
5619,안씁니다 ㅋㅋ 대체제는 이제 많으니까요,0
8659,조아용,1
2359,카뱅카드 인증비밀번호를 까먹었는데 여권이랑 개인카드가없어서 못바꾸고있네요 전화번호나 다른 방법으로 바꿀수있으면 좋겠습니다,1
6415,잘. 써봐야겠습니다,1
12072,좋아용,1
7016,고객을 배려함을 느껴요,1
17589,편해요,1
4714,편하고 좋아요 추천합니다,1
5094,업데이트가 안됩니다,0
12768,너무 편하게 잘쓰고 있습니다. 갤럭시 기어s3에서도 쓸 수 있게된다면 소원이 없을것 같아요.. 타이젠os에서 쓸 수 있는 앱을 만들어 주시면 감사하겠습니다.,1
5552,쓰기 간편합니다.,1
6512,정말 좋아요,1
9599,굿,1
6661,내신용정보는 어디에있나요,1
10682,굿입니다,1
13342,처럼이라서인정서받고난뒤에추가적인(네글자입역을했는데)확잇 이안되는데혹시은행종료후엔안되는것인가..해답탁드립니다,0
11261,굿,1
16823,편리하고 좋아요~!!!,1
9033,느림,0
15564,내려보니 죄다 별점 하나인데 4.9인 이유는 뭔가요,0
5807,쓰레기네~ 시스템 개젓같음,0
11269,좋아요,1
9856,너무 편하게 이용하고 있어요감사해요 :),1
4979,이거 왜 설치오류 떠요 한 삼십번넘은것같아요 설치좀 해주세요ㅠ,0
12268,좋아요.,1
6071,편해서 좋아요,1
10694,굿,1
4813,최고입니다 꼭필요한 어플이예요 부자됩시돵,1
2040,상담원연결이 절대 안되네요 4시간째 전화하고잇음..,0
508,완전 편리하고 좋아요,1
6689,매우편리하다.,1
16690,뭐이따구노 폰변경해가지고기기변경인증할라니 신분증자동촬영진짜안돼내 ㅡㅡ아답답해서안해,0
14134,등록이안돼요본인인증말계속나오고,0
8247,사랑해요,1
3782,너무좋다... 하지만 잘사용하자.. .,1
13053,간편해서 좋아요~,1
12554,기기변경해서 신분증 촬영하는데 왤케 안되나요ㅡㅡ 아니 아무리 빛반사안해도 왜 자꾸 오류나냐고요 진짜 좀 어떻게좀 해주세요ㅡㅡ,0
10400,만족 합니다.,1
5639,편리하게 부탁드려요,1
6509,당신들이 한 짓 !! 고객을 호구로 보고 우롱한거 댓가를 받게 될거야!!,0
14784,기존은행들을 다 박살 내서 카뱅이 으뜸이 되시길,1
13490,최악입니다 10초동안 드러가면 튕기네요,0
4860,정말유용하게잘쓰고있어요,1
15826,갤4에서 실행안됨,0
15281,신분증 확인에 여권도 되게 해주세요. 감사합니다,0
17150,굳,1
7317,좋아 맘에들ㅇㅓ,1
12795,에러가 너무 심해요 계속 에러ㅜ발생 ㅠㅠ 미치겠네여 ㅜㅠ,0
4886,환불적립금 제계좌이체로 정확하게 적어서 보냈는데 돈날라온건 없고 환불적립금 돈도 사라졌네요 실화냐 ㄹㅇ? 진짜 K-뱅크 대단하다 다신안쓴다 쓰래기앱 ㄹㅇ,0
3734,모바일 앱이 다른 금융 앱보다 진행이 빠르게 진행된다.,1
8295,편한 카카오,1
1153,어이가없네 니들이먼데자꾸 기기정보를 수집한다냐 수사기관이야?,0
5195,편하고 좋아요,1
7046,은행앱중에 제일 앞서감,1
2677,26주 적금 춘식이 다시 해주세요 제발요.. 캐릭터 만들어주시면 많은 사용자들이 26주 적금에 가입할 것 같습니다,0
12585,계좌가 안보임;; 삭제하고다시하는디,0
136,구성도 깔끔하고 사용시 속도감있고 좋습니다. 타사 뱅크중 한곳은 이용자가 많아서 그런지 더디 진행되서 답답했어요. 카카오뱅크로 고고~~ 만족합니다.,1
14726,놋5  / lg통신사인데 계좌계설 누르면 다음화면이안 나오고 멈춰요  지우고 다시깔아도안됩니다 상담할수도없어요,0
8308,좋아요,1
9049,쓰레기은행,0
4473,빠르게 처리할수있어 좋아요.,1
12461,혁인 Leader BANK!!,1
17638,좋네~~~~V G~~~~~~~~~,1
11959,불만글들 보니 무슨 원숭이한테 스맛폰 쥐어준것 같네요. 카뱅 담당자분 정말 한숨만 나오실듯. 힘내세여,1
6010,좋아 편해요,1
4448,정말 편하고 믿을만해여,1
3997,10대를 위한건데 왜 만14세 미만은 못해요? 진짜 실망이 크다....,0
8495,굿,1
3449,모임이 즐거워지는 통장,1
5642,업데이트하라는데 안되여,0
7618,매우편리해요,1
4675,"안전성 보장, 편의성 탁월, 늘 가까이 하고싶은 금융 앱, 카카오뱅크 쵝오!!",1
11668,좋아요,1
12565,와나...카톡 플필 음악 결제하고 설정중 자동이체로 빠진 돈은 뭐야 누구맘대로 자동이체를하나요? 어이없네,0
16707,기변해서 비번이랑 패턴을 몰라서 재설정했는데 자꾸 틀렸다그러고 인증만 30번넘게 하고 비번 패턴은 바뀌었다고 하는데 되지도 않네요,0
6257,아주편리합니다.,1
6361,좋아요 만족!,1
8284,굿굿굿 ❤,1
11336,굿,1
10086,I love kakao bank,1
11592,Good,1
7992,참거지갔네,0
10800,굿,1
7842,거래가 편해요,1
1930,편하고.수수료없이.이체.정말좋음,1
2544,이용에 편리하고 무언가 배려받는다는 느낌....,1
7743,논란 덕분에 안쓰던거 삭제합니다,0
17633,👍,1
3512,카뱅만 모든 가계부어플에서 연동이안되네요.. 카뱅쪽에서 api개방 협조같은 지원을 안해준다던데.. 계획은없나요??,0
7777,좋아요 굳,1
10782,좋아요,1
8330,굿좋아,1
14429,대출 평균 5분.... 뭐..... 좋다 이기야.. 근데 들어가지기까지 하루종일 공친다... 들어가져야 뭘하지...,0
3272,완전 만족 합니다 추천추천!,1
3692,처음엔 불안해서 개설안했다가 카드귀여워서 개설하고 점점편해져서 쓰게됨 모임통장 적금통장 나이스,1
1098,어...좋은데 안드로이드 10에서는 호환이 안되나요?? 루팅된 기기라고 앱 실행이 안되네요,1
10576,조으다,1
15636,오류가 있내요  금융은 신뢰성 인데,0
4707,메갈이 묻은 어플은 사용하지 않습니다,0
2008,사용하기 편하고 보기도 편하고 좋아요.,1
14731,뭐야 주민등록번호랑 이름 정확히 쳤는데도 계속안돼서 걍 지워버림 ;,0
5915,언제나 좋습니다,1
13233,간편하게 할수있어넘좋아요,1
3763,이름을 인식못해서 안되네요...하 이름이 인식을못하고 은행계좌넘어가먄 또 뭐가안된다하고 하라는건지 말라는건지 ...참,0
2231,편리해요~송금하기도 편하고,1
9674,편리함,1
8195,좋아요,1
6108,메갈문제 해결 안합니까?,0
5943,잘 사용하고 있습니다,1
15128,좋아요,1
17138,좋아요,1
8394,굳,1
13855,"안드롱 겔알파에서 체크카드신청보내려고 했는데, 이os에서 앱이 무거워서 최적화가 잘안되어선지 와파 짱쎈데도 연결이 잘안되서 몇번 시도해보다가 일단 취소했습니다...계속 안되면 안쓸려고요",0
17387,좋아요,1
1694,자꾸 꺼져서 재설치만 몇번째인지 모르겠어요 알림도 늦거나 안오기도하고 불편해요,0
4363,그냥편하다 비상금통장,1
11114,최고입니다,1
5201,편하고 좋아요,1
14621,굿잡,1
12312,쓰기가 정말 편해요. 요줌 소액결제는 카뱅으로 다하고 있었요. 잘 사용 하께요,1
11700,최고,1
12175,4시에 문닫는 은행 필요없음,1
16839,우와 최고다진짜,1
1934,추천할정도로 앱 완성도가 낮음 카카오톡 계정이 바뀌어서 계좌인증 하는데 하루종일해도 운전면허정 인식을 못함 ㅎㅎ 문제 많은 왜 자동인식을 쓰는건지...이용자가 마루타임? 그냥 문제점 작은 수동찰영으로 바꾸시죠,0
7667,편리해요,1
800,이놈의 앱은 업데이트 할때마다 네트워크 인식이 아예 안되서 앱을 다시 깔아야 작동하네요....,0
3722,간편하고 편리하다,1
236,"자꾸 카드내역을 볼려고 하면 오류가 떠서 튕깁니다. 앱을 삭제했다가 다시 깔기도 하고, 폰도 껐다가 다시 켜보기도 하고 제가 할 수 있는 것은 다 해 봤지만 오류가 해결되지않네요. 답변 부탁드립니다.",0
4645,설치가 안되니 너무 불편합니다,0
6602,고객들에게 신뢰가고 믿음 받는 은행이 되길 바랍니다,1
1020,외국인도 사용할 수 있게 해주세요,0
369,미니뱅크 하루이체한도랑 한달이체한도가 너무 거슬리고 짜증나요.. 조금 돈 나갈 일 생기면 몇십씩 나갈때도 있는데 이체한도가..30이라뇨 지금 20일인데 200다 써서 제 잔고들 10일 후에나 쓸수있는게 너무 불편합니다ㅜㅜ,1
2314,개명하고 이미 정리 끝났는데 옛날 이름으로 가입되는 거지같은 어플,0
14073,마통 대출 한도조회조차 안되는데 뭔 편리...삭제할련다..시간만 낭비했네.,0
17326,좋아요,1
15620,신분증 촬영이 너무 어렵네요,0
6133,왜 청소년은 가입이안되나요 ?0,1
7204,비상금대출은 왜안되나요?,1
16729,무척 기대가됩니다,1
1422,사용과 신뢰와 편리함 그리고 안전함이 보장!,1
7351,대단한어플입니다.,1
13485,왜 신분증 찍으려 해도 안찍힙니까? 제대로 놓고 했고만 되지도 않고. 앱만 만들면 답니까? 무슨 말이라도 해야지 뭔 답글도 안달아주고 지금 이게 뭐하는겁니까!,0
16178,절차까다로웅,0
1239,간단하면서ㆍ 이용이 용이 하긴 하네요ㆍ이체 금액이 줄지 않앗음 좋겠네요,1
4329,주식계좌 만드는데 인식 ai가 장애라 자꾸 실패한다고 뜨네요 왜자꾸 안되나하고 사직찍은뒤에 적힌거보닉깐 2016년을 자꾸 2015년이라고 인식한거엿습니다 개선좀 부탁드립니다,0
12669,몇일전에도 이체가안되더니 오늘은 계정연결이 또안되네 주말이라 상담도 안되고 싹다 출금하고 안쓸란다,0
16884,카카오 최고 👍,1
10345,개편해,1
17485,메갈뱅크,0
1584,신분증인식이 20번 넘게 안돼요...임시 신분증도 아닌데 자꾸 다시촬영하래요 빛반사 안되는 곳에서 찍었는데도 다시촬영하라는 문구 계속 나오네요,0
8388,빠르네요,1
6253,최고의 뱅크앱,1
12979,다른 어플이나 잠금에선 지문인식이 잘 되는데 유독 카뱅만 지문인식이 잘 안되네요.,1
16459,역시 개카오 느그들은 쓰레기들이여,0
10040,편해요,1
5426,같지만 다른은행 강추!!,1
12523,"오레오에서 초기 인증 안 되고 뻗는 거 같습니다. sms인증, 신분증 확인, 패턴 확인 단계 가리지 않고 계속 뻗음",0
12038,너무좋다,1
13263,편리해서 좋습니다.,1
7775,젛아요 짜앙 젛아요 오에오에,1
9814,좋을까,0
9157,👌,1
5745,무지하게 편함!,1
14090,"지인의 소개로 호감, 편리함과, 합리적, 앞으로 사용이 많을것같은 예감.",1
1368,이체 수수료도 없고 간편해서 너무 좋아요! 혜택도 많구요,1
4722,신용대출 이율 시중은행보다낮고 비상금대출 가능하고 예금또한높고 손가락으로 은행업무보고 카드도 이뿌고 카카오뱅크 오픈초에 생기자마자쓰고있지요,1
11652,아넹,1
14155,사용하기편리함..,1
16959,ㄱ ㄱ그냥 최고,1
9994,굿,1
2882,간편하고 편리함,1
6216,ㅋㅋ 업뎃안하면 루팅임?,0
12982,신분증 촬영이 문제가 많아요 어플 재설치 했는데 신분증을 다시 촬영하라고 하고 제대로 인식도 못하고... 신분증 촬영후 다음 단계로 넘어가질 않아서 다음으로 진행이 안되네요.. 은행앱이 이래서야...,0
4751,업데이트가 잘 되었습니다,0
15084,굳.,1
1300,핸드폰 소프트웨어 업데이트이후에 루팅오류라고나오다가 카뱅 설치도 업데이트도 안되네요,0
4533,정보조회 햇는대 왜 케쉬 안주나? 계좌를 만들어야 주는건가? 이거 우롱 하는거 아님?,0
3408,휴대폰 인증으로 계좌개설 가능하게 말고 공인인증서나 아이핀 이런걸로도 계좌 개설 가능하게 해주세요 본인명의 아닌 사람들은 계좌 못 만드는게 너무 아쉽습니다 꼭 좀 부탁 드려요,1
10879,굿,1
835,검색태그를 등록할 수 있게 해주세요. 기존에 등록된 것 말고 추가로 사용자가 태그 등록을 할수있게 해주면 검색하기 편할 것 같아요.,1
14322,카카오뱅크 노란화면에서 왜 안넘어가나여,0
878,그냥편해요 다른은행은 카드꺼내야하고 해서불편하고번거로운데 여긴편해요 비상금대출유용하게 쓰고 있고 그냥좋아요,1
7448,넘 편리해요,1
13974,아니이건쓰라는건지 말라는건지 보안도취약하고 잘접속도 안되고 대포통장에 ㅡ.ㅡ,0
2985,체크카드 신청하는데 자꾸 촬영에.실패했다고만 뜨고 아예 촬영할 기회조차 안뜸,0
9980,굿,1
12399,아주잘쓰고있어요,1
17419,좋아요,1
1432,자꾸 일시적인오류라고 이체가안되요 3번째인데 지웠다 깔면 되는데 한번 보내면 또지웠다깔아야하는데 왜이러는건가요 ?,0
13000,신분증 인식 1시간째 계속실패!,0
2433,편리하고 정확 합니다.,1
5359,왜 업데이트가 안되나요?,0
8099,복잡해졌어요,0
13544,업데이트 안하고 싶어요;; 제가 용량이 없는데 업데이트까지 하라니요;;ㅜㅜ 더이상 지울것도 없어요..,0
6084,페미뱅크였네요 조치도상당히 페미스러워서 안쓸랍니다,0
8239,좋다.,1
7860,대출도 가능하나요?,1
11059,좋아요,1
16301,"카카오뱅크 계좌는 만들지는 않았지만 적지않는 소비자들이 불만이 있는듯합니다. 개선해주시길 바라고  또한 공과금이나 청약통장 및  다양한신용카드, 체크카드 구성 등 보통 시중은행처럼 해주시면 감사하겠습니다",0
12763,"가입 한번 하려는데 뭐이리 힘듭니까.. 와인스마트재즈와 갤럭시 탭을 함께 사용중인데 갤탭으로 가입하려니 유심 없어서 안된다 그러고, 와인폰으로 가입하려니 기기호환이 안된다 그러고 가입부터 막힙니다. 실명등록까지 하면서 가입 할 준비를 해왔건만..",0
3325,제 통장에 nn218원이 있는데 저금통으로 가질 않네요 12시마다 그거 설정했는데 왜 그러는 겁니까 나흘이나🤔,1
14397,계좌계설도 안되고 들어가면 블랙화면이 뜹니다,0
5541,알림커버 업뎃해주세요,0
467,"역시 갓카오. 정렬기능 업데이트 좋아요bb 진짜 잘 사용중인데, 제발 사용자 마음대로 순서 정렬하는 기능 좀 추가해주세요. 여러가지 통장 정리해서 보기 편하게요ㅠㅠ",1
7662,카카오뱅크이용시 오류 1200 뜸,1
14550,혜택을오래유지해주면 좋겟어요,1
5659,좋은 어플 이내용,1
13943,간편하게 사용 좋아,1
37,"탈퇴시 사전작업으로 모든 카드 해지, 전계좌 해지(세이프 박스 및 저금통 포함) 등록된 OTP 해지가 필요하며 각 해지 메뉴는 내카드, 내계좌 메뉴에서 제일 아래에 해지 메뉴가 쥐꼬리만하게 있습니다. 사전작업 완료 후 설정란 제일 아래에 회원탈퇴 메뉴가 쥐꼬리 만하게 있으니 해당 버튼 쿨릭하여 탈퇴가 가능 합니다.",1
14515,계좌 개설하는데 왜 실명인증이 안되죠?? 빨리 해결해주세요.,0
8867,편해요,1
547,계속 새로고침하고 11시 00초에 마감 안내문 봤다. 미리 입력폼에 정보입력했다가 대기탔거나 수작부리지 않은한 이럴수 없다. 공정거래위원회에 민원넣을거다. 어디서 우롱하고 앉았어. 시스템장앤줄,0
6105,사용하기 넘 편합니다.,1
10180,굿,1
14123,그냥 그래요.앞으로 발전 기다합니다.,0
3154,실행이 안되서 재설치하는데 안되네요ㅜ,0
14347,감당할 능력도 안되면서 광고는 왜하고ㅋ왜 만들었는지,0
336,50대 사용중~매우 편리함.,1
10699,굿,1
84,카뱅앱 한 동안 사용하지 못했는데 점점 기능과 내용이 좋아지고 있네요! 이제 자주 접속해야겠습니다!,1
15649,사진을 한 백장 찍었는데도 다시  찍으라네,0
16727,아 지금 왜이래,0
11018,강추,1
8347,굳,1
5951,넘좋아요 강력추천 빨리 빨리 카카오뱅크 계좌를 개설하세요,1
12393,열공 해야  할 듯,1
17430,좋아요,1
10585,편해요,1
56,"정말 간편하고 좋습니다. 잔액 실시간 확인도 간편하고, 세이프박스 기능도 좋습니다. 공인인증서 필요없구요. 다만 아직 결제할때 카카오뱅크 선택지가 없는 경우가 많습니다. 서비스 확대해주셔요...",1
4464,캐릭터 카드가 귀여워요.,1
10975,주거래가 여기로 바꿀까 생각중,1
11805,굿,1
11023,굿,1
5838,획기적이다,1
13852,체크카드 먼저 신청한 사람은 늦게주고 늦게 신청한 사람은 먼저 주는게 어디있어?서비스 개판이네 카톡으로 답변 받을려면 순서와 상관없이 꼴리대로 답변해주고 답해주기 싫으면 하기 싫은가보네 답변도 남들 다자는 새벽2시에 카톡 보내서 답변해주지 않나 최악이다,0
13389,굿..간편,1
2650,이자가 그래도 높다 이체 수수료도 없다,1
4323,업데이트가 잘 안됨,0
8486,감사합니다,1
9838,좋네요,1
3683,간편하고 안전함,1
16716,제발 미성년자 송금 기능좀 만들어주세요 아니면 만 14세라든가 좀더 연령을 낮춰주세요ㅠ 다른 은행은 다 가능한데 카카오페이만 안되서 쓰고 싶어도 못 써요ㅜㅜㅜㅜㅜㅠㅠㅠ,0
3881,간편하고 편해요,1
12149,좋어,1
9886,굿 입니다,1
14819,카카오뱅크 간편하고 좋아요 : )  앞으로 오래 오래 함께할 수 있길 바라요~,1
17137,best,1
16583,정말 유용하게 써졋음합니다,1
12117,금융거래전반에 대해 편하게 사용할 수 있어서 좋습니다.,1
17062,베리 굿,1
6486,정말편해요!!,1
10195,좋아요,1
9787,굿,1
1401,세이프박스 넣기빼기 넣어주셔서 너무 편하고좋아요~~~♥,1
8474,뱔로,0
12834,"처음 깔았는데요 도저히 진행이 안됩니다. 계속 꺼져요. 길어 봐야 3,4초 밖에 유지가 안됩니다.. 기종은 s7입니다.",0
9719,너무 굿,1
16545,계좌개설 할때 신분증 사진 초점이 안 맞아서 사진찍기가 힘들어요,0
11382,굿,1
3435,잘 펀하게 사용하고 있어요,1
9191,조타,1
15655,다른건 다좋은데 패턴이나 지문말고 번호로 잠금 풀면 좋겠어요,0
11003,굿입니다,1
1794,아주 편리해요. 특히 모임통장 관리,1
6507,단연코 국내 최고의 은행앱.,1
11510,GooD,1
8419,업떼이트,1
4513,카카오미니 너무 좋아요 미자도 엄청쉽게 계좌 만들 수 있습니다,1
13150,좋와요,1
1191,"게임카페에 여기저기 돌아다니면서, 홍보 하는 사람들 있네요. 제정신이 아닌것 같음. 고객센터 신고 같은거 있으면 스크린샷으로 보여주고 싶다.",0
17092,편리해요,1
4795,주민등록증 인식이 안되는 이유를 가르쳐주세요ㅠ,0
8817,즉당히 하세요,0
13627,좋아요~,1
5550,왜 다운이안되나요 ~~ㅋ,0
1206,"미니카드 발급 후 사용하기 편하고 좋은데, 카카오페이에 계좌 등록이 안되는게 조금 아쉽네요. 송금도 안되고, 물론 카카오뱅크에서 되지만, 카카오페이오 친구들이랑 돈을 모을 때, 카카오페이로 다 같이 하면 좋은데 계좌 등록 자체가 안되서, 많이 아쉬워요.",0
4489,넘좋아요 수수료가 없어서,1
9851,good,1
5193,은행거래가 정말 편리해졌어요..,1
12948,머하는짓임? 왜 안들어가짐?,0
17583,굿뜨,1
4682,잘 활용하고 있어요..카뱅 최고,1
5525,올바른 후속조치 바랍니다,0
10751,😀,1
10672,간편해서좋음,1
11964,설치해서 켜자마자 안랩 깔으라해서 바로 지웁니다. 앱 보안을 이런식으로 하는건 또 처음이네요.,0
15740,심플하고 편리하고 대출 버리로 간편하고 좋네요,1
1924,본인 명의 폰 못쓰시는 분들을 위해 체크카드인증 가능하게 했으면 좋겠어요,0
12525,미친앱. 로그인할때마다 기기변경이력있다면서 신분증 사진 쳐 요구하네. 앱 좀 제대로 쳐 만들어라.,0
5180,다른앱에비해사용하기편함,1
10431,굿ㅂ,1
1720,적금에 용도 분류할수있는 이름넣는 기능 있으면 좋겠어요!,1
1596,이체화면 업데이트 후 너무 불편해요.. 하루에 수십 수백건 이체하는 자영업자 입장에서는 더 불편해졌네요,0
10307,유용하게 이용하고 있어요. 조기상환 수구료도 없고 굿이요.,1
1823,"다좋은데용 그 매달 사용금액에 계좌이체한 금액도 포함해주세요ㅠㅠ 한달에 한 20은 썻는데 정확하게 알고싶어서 보니까 20은 무슨 8만 적혀있어서 근검절약한 사람됐어요ㅎㅎ,,,",0
14182,1원 땅파서 구하시나요?,0
9153,좋아용,1
6296,사용이 간편하네요,1
6672,카드왜이렇게 늦게 와요?,0
17334,최고,1
5281,사용하기 편리해요,1
994,주민등록증 인식이 안되네요. 겨우 인식해도 유효하지 않은 민증이라고 뜹니다. 계좌 계설 자체가 불가능합니다.,0
14160,키면 바로 꺼지네요 장난치자는 건가?,0
5344,설치가안되요 아 짜증,0
11818,"여러분 이딴쓰레기 앱 사용하지 말고 그냥 정당하게 은행갑시다!!이딴 쓰레기 은행이용해봤자 님들만 손해보고 이용당해요 절대 쓰지말고 그냥 
정직하게 일햇 돈 벌고 은행가서 돈 찾아요 그게 제일 편해요!!앞으로 이딴쓰레기 앱 절대 사용하지 마세요!!여러분 도용 위험 우려가 
있습니다!",0
16602,업데이트  하라해서했는데 안돼요그래서완전삭제한뒤에도 앱이 설치가안돼네요  답답하네요,0
5717,너무 편리합니다,1
3183,편하고 빠르네요,1
16299,계좌 개설중에 오류 떠서 다시 하려는데 이미 계좌가 있다고 뜨고 그래서 앱에서 하라는대로 다시 지웠다 깔았다 몇번을 했는데도 해결되는건 없고 해서 전화상담 카톡상담 계속 보내도 몇주째 상담원 연락은 안되고...상담원 있긴 한건가 싶을정도 네 그래서 그냥 지우겠습니다,0
8623,좋구먼,1
729,도대체 본인확인을 몇번이나 하는지 폰을 바꿔서 계좌가 있다하여 본인확인까지 다했는데 로그인하니 이력이 있다고 다시 본인확인을 여러번 카카오로 해도 똑같고 휴대폰번호로 해도 또 그대로 이런 쓰레기 옙에 10분이상 투자한게 아까움..,0
661,우아~ 너무 좋네요. 이체 수수료도 안들고 편의점이나 일반은행 atm기에서 입출금 다되고 수수료 제로에 해외 송금까지!!,1
6354,완전 좋아요,1
14713,사용이 기대가 됩니다! 솔직히 기존 은행권 서비스 엉망이고 어쩔 수 없이 이용해왔거든요,1
15354,카카오뱅크 검색해서 프로그램 깔고 개설다하고봤더니 케이뱅크 ㅡㅡ;,0
10578,편해,1
6742,아주편리해요,1
6479,입출금계좌 있는데 왜 또 만들라하심,0
16051,오류 안되요 썩을,0
550,아니..신분증 제출 하래서 제한 풀어줘놓고..얼마 안되서 또 제한 먹이네요;;;;카드 그거 하나밖에 없는데 돈쓸때가 많고 빠져 나가는데가 많은데 참..불편하네요,0
15366,계속 반복해서 초기 페이지만 나오고 다음 단계로 진행이 안됨..,0
10163,좋아요,1
1864,여러가지로 편리하고 좋은것같요 강추 함,1
3115,포스터 손가락모양 해명하세요 해명안하면 1초도망설임없이 손절갑니다,0
3457,카뱅을 타은행과 비교해 별로입니다... 나은 점을 별로 찾지 못했습니다. 시중은행보다 나은 점이 뭔가요??,0
14920,주소 찾기 안 되는데 어떻게 정보 입력을 하란 건지..,0
11834,"간편하고 계좌이체 수수료없고 좋아요! 적금도 이자율 좋아서 잘써요~ 근데 뱅크샐러드랑 연동좀 해주세요... 체크카드 배송되는데는 시간이 
좀 걸리는 듯!",1
13561,"카카오 앱중에 가장 최악이네요. 상담사도 불친절하고, 이럴바에는 은행창구에서 일보는 것이 편할듯..",0
207,진짜 편하고 특히 수수료가 없는 점이 최고로 좋습니다. 사용자 편의를 위한 기능도 계속 개발하고 발전해가는 모습을 보여주는 어플이라 신뢰가 갑니다.,1
6648,잣갔네 실명인증 제ㅣ대로적었는데 왜안된다구하죠,0
14721,제가 제이름으로 확인을 하는데 실명확인이 안된다는건 뭔 소린지..,0
5079,은행앱의 모바일 인터페이스 혁신,1
16834,간편하게 사용가능한 앱,1
1509,편리하고 기능추가 버젼업데이트 감사합니다.,1
6353,다운이 안됩니다,0
3221,너무 편하고 간편해요,1
11067,굿,1
12827,대체왜이러는거에요 폰도 안 바꿨고 번호도그대로인데 급하게 돈보내야할때 갑자기 초기화돼서 다시 계정연결해야하니까 진짜 불편해요 신분증촬영도해야하고 좀 고쳐주세요 한두번도 아니고 자주이러니까 정말 불편합니다,0
6502,넘나 편한것,1
622,아주 편리하고 좋습니다. 기간 검색 기본값을 한달이 아니라 1년으로 해주시면 더 편할거 같아요,1
7047,사용이 간편해요,1
9195,좋아요,1
352,세이프박스 업데이트 칭찬하러왔습니다. 넣기 빼기 버튼 하나 생겼을뿐이데 너무 편하네요. 모임통장도 두개 가지고 있는데 세이프박스도 늘어나서 너무 좋구요. 이번 업데이트 매우 칭찬해!!,1
3464,사용하기도좋고서비스도좋습니다,1
12427,편리하고좋아요,1
11636,좋아요,1
7443,아주좋아요,1
3761,수수료 무료 최고다!,1
3440,속도 안전 최고입니다,1
5714,메갈표시 후속조치 제대로 안하냐?,0
5744,수수료가 높다,0
12031,잘쓰고있습니다,1
12755,Best of best,1
11835,"아니 신분증촬영 직접촬영할수있게바꿔주시면 안되나? 10분째하다 인식안되고 너무 화나서 올립니다 하... 혼자 욕하면서 하는데 인식을 
죽어도 못하네요",0
5872,한시간째 업데이트중입니다. 오늘안에 될까요?,0
1913,"로그인 한다고 본인인증(문자, 신분증). 기기변경한다고 본인인증(문자). 로그인 한다고 본인인증(문자, 신분증). 패턴 잊어서 본인인증(문자). 로그인 하니 1년이상 안썼다고 본인인증 해야 한다고 나옴. 삭제.",0
13654,업데이트 안됨,0
1185,잘 사용 중이었는데 갑자기 업뎃 되더니 계속 튕기네요 거래를 할 수가 없어요,0
4913,계좌 순서를 변경할 수 있었으면 좋겠습니다 !,1
3052,뱅킹 업무 편히 잘 사용하고 있습니다.,1
4802,갤럭시22로 바꿨더니 설치가안되네여,1
2054,휴대폰 잠금설정 했다고 본인 인증이 왜나오냐고 개어이가 없네 욕나온다 다시 잠금 풀며 또인증 나오고 쓰레기네,0
16824,야!! 좀 되게 해라!!!!,0
10449,좋아요,1
15338,개시날부터 오류 . 계좌계설 그이전에 타행통장 인증부터 안된다..,0
6795,이번일로 바로 계좌해지완료,0
12055,고마워요,1
2114,아니..휴대폰명의가 내 명의가 맞는데 계속 아니라고하네요;; 페이도그렇고 사용하지말라는건지..;; 카드도 다 제명의로 되어있어서 했는데 등록도안되고 계속 처음으로 돌아가네요..; 뭔가 문제인지 모르겠고...다른어플다 되는데 카카오만 안되네요..왜그렇죠?,0
12771,농협 모바일뱅킹 쓰다가 넘어오니 정말 신세계입니다. S3를 쓰는데도 부드럽게 동작해 놀랍습니다,1
14987,궁금해서 가입해서 계좌신설해보려고햇는데 계좌신설시 너무 길다고 자꾸 등록이안되요... 무직으로 누르면 넘어가고.. 직업없다고해야하나...,0
8616,좋아요,1
8872,"카뱅 차별 쩌네. 안드로이드는 위젯 기능 없고, 아이폰은 최근에 위젯 추가하고... 안드로이드가 위젯은 기본 기능이었는데... 개차별...",0
11165,편해요~,1
13963,미국에와서 개통한 전화에서 카뱅이 지문인식을 못하고 비밀번호는 맞지않고 패턴은 내가 기억못하고... 총체적난국에서 지우고 새로깔기를 여러번하다가 한국에 다시 애전번호 개통하고 온갖 난리를 치고도 이놈의 카뱅은 내돈을 묶어둔체 해결을 목해주고 있다. 원래 예금이나 적금으로 500만원하고 200정도는 유학생 아들의 용돈용인데 목돈이 묶여있고 이미 이상태로 2주가 지났다... 열받는다. 전화받는 사람들의 수준도 그렇고 카톡을 운영해온 사람들으ㅏ 실력과는 너무 다른 이 시스템... 어떻게 이런 수준으로 금융업을 할 생각을 했는지.. 해외로 나갈 사람들은 고려해보기 바란다.,0
6243,사용하기 편하네요~,1
9580,좋아요,1
7898,방금 계좌 해지함,0
17551,노답,0
