,dateYear,dateMonth,dateDay,rating,content,Processed
177,2020,4,20,1,"새 휴대폰 변경 후, 신분증 촬영 기능에 오류가 있는지 로그인을 못하는 상황입니다. 신분증 촬영 인증 말고는 다른 인증방법이 없어서, 공인인증서로도 로그인 불가이고, 자꾸 빛반사가 없는 곳에서 신분증을 잘 촬영하라는데, 수십번을 해도 촬영이 안되네요. 출금을 하려면 서울 본사로 방문을 하라는 안내를 받았습니다. 모바일뱅킹 정말 편하게 잘 써왔는데, 휴대폰 변경했다고 이런 일이 생기다니, 최악입니다. 카카오를 무한 신봉했었는데, 이번일로 다시 보게 되었습니다.","['새', '휴대폰', '변경', '후', '신분증', '촬영', '기능', '에', '오류', '가', '있다', '로그인', '을', '못', '하다', '상황', '이다', '신분증', '촬영', '인증', '말고는', '다른', '인증', '방법', '이', '없다', '공인', '인증', '서로', '도', '로그인', '불가', '이고', '자꾸', '빛', '반사', '가', '없다', '곳', '에서', '신분증', '을', '자다', '촬영', '하', '라는', '데', '수십', '번', '을', '해도', '촬영', '이', '안되다', '출금', '을', '하다', '서울', '본사', '로', '방문', '을', '하라', '는', '안내', '를', '받다', '모바일', '뱅킹', '정말', '편하다', '자다', '써다', '오다', '휴대폰', '변경', '하다', '이렇다', '일이', '생기다', '최악', '이다', '카카오', '를', '무한', '신봉', '하다', '이번', '일로', '다시', '보다', '되어다']"
178,2022,5,23,1,어떻게 좀해봐요 진짜 화면보안잠금 안한다고 들어갈때마다 인증하고 패턴누르고 비번누르고 새로깔고 미치겠에요 좀,"['어떻다', '좀', '해보다', '진짜', '화면', '보안', '잠그다', '안', '하다', '들어가다', '때', '마다', '인증', '하고', '패턴', '누르다', '비번', '누르다', '새롭다', '깔다', '미치다', '좀']"
179,2022,5,19,5,사용하기 편하고 업무처리도 빠르고 아주 좋아요.,"['사용', '하다', '편하다', '업무', '처리', '도', '빠르다', '아주', '좋다']"
180,2020,5,26,2,그놈의 신분증 자동촬영. 시키는 조건에 시키는 환경에 찍어도 초점도 안맞는 뿌연상태에서 무조건 캉캉 거리며 혼자 찍어되고 다시하라고... 사진한장 찍는데만 8분 걸리는 앱은 처음보네요. 처음쓸때도 다시 쓸때도 여전히 이 인증의 불편함은 여전하군요^^,"['그', '놈', '의', '신분증', '자동', '촬영', '시키다', '조건', '에', '시키다', '환경', '에', '찍다', '초점', '도', '안', '맞다', '뿌옇다', '상태', '에서', '무조건', '캉캉', '거리', '며', '혼자', '찍다', '고', '달다', '사진', '한장', '찍다', '분', '걸리다', '앱', '은', '처음', '보다', '처음', '쓸다', '때', '도', '다시', '쓸다', '때', '도', '여전하다', '이', '인증', '의', '불편하다', '여전하다']"
181,2022,8,1,5,항상 잘 쓰고 있어요! 5주년 축하합니다^^,"['항상', '자다', '쓰다', '있다', '주년', '축하', '하다']"
182,2022,7,18,5,지금까지 썼던 어느은행어플보다 사용하기 간편하고 좋아요,"['지금', '까지', '써다', '어느', '은행', '어플', '보다', '사용', '하다', '간편하다', '좋다']"
183,2022,7,26,1,신분증인증 인식이 잘안됨 여러번 시도하다 포기,"['신분증', '인증', '인식', '이', '잘', '안되다', '여러', '번', '시도', '하다', '포기']"
184,2022,8,3,1,카카오톡 선물하기 했다가 취소했는데 돈이 바로 안들어오내요 벌써 3일이나 지났는데 빨리 좀 처리해주세요.,"['카카오', '톡', '선물', '하다', '하다', '취소', '하다', '돈', '이', '바로', '안', '들어오다', '벌써', '일이', '나', '지나다', '빨리', '좀', '처리', '해주다']"
185,2022,7,20,5,쉅고 편하네요 또 빠르고,"['쉅', '고', '편하다', '또', '빠르다']"
186,2019,2,3,1,업데이트 후부터 앱이 바로 실행이 안되고 화면이 검게 나오면서 강제종료 시키고 다시 실행해야 앱이 실행됩니다 저의 아내 스마트폰도 동일하게 나타나는 현상입니다 빠른 해결 부탁드립니다,"['업데이트', '후', '부터', '앱', '이', '바로', '실행', '이', '안되다', '화면', '이', '검다', '나오다', '강제', '종료', '시키다', '다시', '실행', '하다', '앱', '이', '실행', '되다', '저', '의', '아내', '스마트폰', '도', '동일하다', '나타나다', '현상', '이다', '빠르다', '해결', '부탁드리다']"
187,2020,3,13,5,잘쓰고 있습니다. 건의사항 드립니다. 1. 계좌순서변경 가능하게 해주세요. 2. 계좌 숨기기 기능(단순히 보이지만 않게)해주세요. 좋은 어플 잘쓰고 있습니다. 건의사항 반영부탁드려요.,"['잘쓰다', '있다', '건의', '사항', '드리다', '계좌', '순서', '변경', '가능하다', '해주다', '계좌', '숨다', '기능', '단순하다', '보이', '지만', '않다', '해주다', '좋다', '어플', '잘쓰다', '있다', '건의', '사항', '반영', '부탁드리다']"
188,2022,7,25,5,정말 좋은데 카드가 안와요 ㅠㅠ,"['정말', '좋다', '카드', '가', '안', '오다', 'ㅠㅠ']"
189,2022,7,24,5,사용하기 제일 잘되어 있습니다 감사합니다,"['사용', '하다', '제일', '잘', '되어다', '있다', '감사하다']"
190,2022,2,16,4,잘 사용하고 있는 어플인데 건의사항이 있습니다. 모임통장과 연계해서 세이프박스도 사용하고 있는데요. 세이프박스도 계좌사용내역처럼 잔액이 따로 표시 되었으면 좋겠습니다. 얼마가 모였었는지 얼마를 빼서 얼마가 남았는지 표시가 안되니까 금액을 모르겠어요.,"['자다', '사용', '하고', '있다', '어플', '인데', '건의', '사항', '이', '있다', '모임', '통장', '과', '연', '계해', '서', '세이프', '박스', '도', '사용', '하고', '있다', '세이프', '박스', '도', '계좌', '사용', '내', '역', '처럼', '잔액', '이', '따로', '표시', '되어다', '좋다', '얼마', '가', '모이다', '얼마', '를', '빼다', '얼마', '가', '남다', '표시', '가', '안되다', '금액', '을', '모르다']"
191,2019,10,20,1,인증시스템 진짜 개떡같네요. 사진 여러날 여러환경에서 제대로 촬영해도 다음으로 안넘어가고 이렇게 만들거면 그냥 공인인증서 시스템을 쓰던가.. 이미 예전에 한번 쓰던 기기인데 똑같은 인증을 왜 몇번씩 해야하는건지.. 타은행으로 다 옮기고 바로 삭제했네요.,"['인증', '시스템', '진짜', '개떡같다', '사진', '여러', '날', '여러', '환경', '에서', '제대로', '촬영', '하다', '다음', '으로', '안', '넘어가다', '이렇게', '만들다', '그냥', '공인', '인증서', '시스템', '을', '쓰다', '이미', '예전', '에', '한번', '쓰다', '기기', '인데', '똑같다', '인증', '을', '왜', '몇번', '씩', '하다', '건지다', '타', '은행', '으로', '다', '옮기다', '바로', '삭제', '하다']"
192,2019,1,18,1,"카카오캐쉬 준다고해서 쓰지도 않는 뱅크깔아서 신용조회 했는데 캐쉬가 안들어왔습니다. 페이지를 통해 인터넷으로 들어간 다음, 앱이 없으니 플레이스토어로 이동해서 어플을 깔고, 바로 어플로 들어가서 신용조회를 한 상황이었습니다. 캐쉬가 안들어오니 이상해서 카카오페이지에 들어간 후 캐쉬 받기를 클릭해보니 이미 신용조회한 회원은 캐쉬지급대상이 아니라는 메시지만 뜨네요? 어떡해야하나요","['카카오', '캐쉬', '주다', '하다', '쓰다', '않다', '뱅크', '깔다', '신용', '조회', '하다', '캐쉬', '가', '안', '들어오다', '페이지', '를', '통해', '인터넷', '으로', '들어가다', '다음', '앱', '이', '없다', '플레이스토어', '로', '이동해', '서', '어플', '을', '깔다', '바로', '어플', '로', '들어가다', '신용', '조회', '를', '하다', '상황', '이다', '캐쉬', '가', '안', '들어오다', '이상하다', '카카오페이지', '에', '들어가다', '후', '캐쉬', '받다', '클릭', '해보다', '이미', '신용', '조회', '한', '회원', '은', '캐쉬', '지급', '대상', '이', '아니다', '메시지', '만', '뜨다', '어떡하다']"
193,2021,7,14,1,아니 프로그램도 인식하는데 문제없는 신분증을 왜 오류가 있다고 하는겁니까? 그리고 문제가 있으면 어떤부분이 문제인지 알려줘야지 무작정 오류라고 문지만 보내면 어떻게 하라는 겁니까? 그것도 세번씩이나. 뭐가 잘못된건지 저보고 찾아내라는겁니까? 아주 진짜 쌍욕 나옵니다.,"['아니다', '프로그램', '도', '인식', '하다', '문제', '없다', '신분증', '을', '왜', '오류', '가', '있다', '하다', '겁', '니까', '그리고', '문제', '가', '있다', '어떤', '부분', '이', '문제', '인지', '알다', '무작정', '오류', '라고', '문지만', '보내다', '어떻다', '하라', '는', '겁', '니까', '그것', '도', '세번', '씩', '이나', '뭐', '가', '잘', '못', '되다', '건지다', '저', '보고', '찾아내다', '겁', '니까', '아주', '진짜', '쌍욕', '나오다']"
194,2020,8,7,1,진짜 최악이고 괜히 이 어플 사용했나싶음 정말 별 한개도 아까울정도임 저번에도 지문인식 오류 때문에 입금도 이체도 안되서 고객센터 전화해보니까 지웠다 깔면 사용가능하대서 그렇게 했는데 되긴함 근데 오늘 또 지문 오류로 안되서 결제도 못함 왜째서 이 오류를 개선을 안하는지 알고싶음,"['진짜', '최악', '이고', '괜히', '이', '어플', '사용', '하다', '정말', '별', '한', '개도', '아깝다', '정도', '임', '저번', '에도', '지문', '인식', '오류', '때문', '에', '입금', '도', '이체', '도', '안되다', '고객', '센터', '전화', '해보다', '지우다', '깔다', '사용', '가능하다', '대서', '그렇게', '하다', '되다', '함', '근데', '오늘', '또', '지문', '오류로', '안되다', '결제', '도', '못', '하다', '왜', '째', '서', '이', '오류', '를', '개선', '을', '안', '하다', '알다']"
195,2019,10,7,4,"최근에 알게되서 바로 통장만들구 적금도 들어서 편리하게 잘쓰고있어요 그런데 가계부어플인 뱅크샐러드랑 연동이 안되어서 불편하더라구요 mm,, 연동되면 더 편하게 사용할수있을거같아요 ;)","['최근', '에', '알', '게', '되다', '바로', '통장', '만들다', '적금', '도', '들어서다', '편리하다', '잘쓰다', '그런데', '가계부', '어플', '인', '뱅크', '샐러드', '랑', '연동', '이', '안되다', '불편하다', '연동', '되다', '더', '편하다', '사용', '하다', '같다']"
196,2019,4,24,4,편리하고 정말 만족스러워요. 다만 아쉬운 점은 계좌 순서 설정 및 특정 계좌 숨기는 기능을 추가할 순 없을까요? 밖에서 카뱅 이용할 때 전 계좌 금액이 한 번에 다 보이는 부분은 좀 불편합니다.,"['편리하다', '정말', '만족스럽다', '다만', '아쉽다', '점', '은', '계좌', '순서', '설정', '및', '특정', '계좌', '숨기다', '기능', '을', '추가', '하다', '순', '없다', '밖', '에서', '카뱅', '이용', '하다', '때', '전', '계좌', '금액', '이', '하다', '번', '에', '다', '보이다', '부분', '은', '좀', '불편하다']"
197,2019,9,14,1,평소에 잘 쓰고 있었지만 신분증 재확인 대상이라고 거래를 일시정지 당했다 500만원이 갑자기. 한번에. 그것도 명절에. 꽁꽁 묶여서 사용하지를 못한다. 카드 결제도 안된다. 신분증 확인 부서는 평일에만 운영한단다. 신분증을 확인해야하면 갑자기 일방적으로 거래를 끊는 방법보다 하루라도 유예기간을 줘야하는거 아닌가. 신분증 확인 부서는 연휴에도 운영해야하는거 아닌가. 급한 일에 돈을 못쓴거 누가 책임지는데? 카카오의 신종 갑질이다 빡치게 만드네,"['평소', '에', '자다', '쓰다', '있다', '신분증', '재', '확인', '대상', '이라고', '거래', '를', '일시', '정지', '당하다', '만원', '이', '갑자기', '한번', '에', '그것', '도', '명절', '에', '꽁꽁', '묶여서', '사용', '하다', '못', '하다', '카드', '결제', '도', '안되다', '신분증', '확인', '부서', '는', '평일', '에만', '운영', '하다', '신분증', '을', '확인', '하다', '갑자기', '일방', '적', '으로', '거래', '를', '끊다', '방법', '보다', '하루', '라도', '유예', '기간', '을', '주다', '야하다', '아니다', '신분증', '확인', '부서', '는', '연휴', '에도', '운영', '하다', '아니다', '급하다', '일', '에', '돈', '을', '못', '쓸다', '누가', '책임지다', '카카오', '의', '신종', '갑질', '이다', '빡치다', '만드', '네']"
198,2020,6,15,1,자꾸 기기에 private key가 없다고 기기등록 다시 하라고 뜹니다 그동안 잘만 썼는데 갑자기 이러는데 도대체 이유가 뭔지 모르겠네요 민증 사진 찍는 것도 한두번이지 매번 실행할 때마다 귀찮게 이러면 뭐하러 카뱅써요? 버그 같은데 얼른 좀 고쳐주세요,"['자꾸', '기기', '에', '가다', '없다', '기기', '등록', '다시', '하라', '고', '뜨다', '그동안', '잘만', '써다', '갑자기', '이르다', '도대체', '이유', '가', '뭔', '지', '모르다', '민증', '사진', '찍다', '것', '도', '한두', '번', '이지', '매번', '실행', '하다', '때', '마다', '귀찮다', '이르다', '뭐', '하다', '카뱅', '써다', '버그', '같다', '얼른', '좀', '고치다']"
199,2019,5,15,1,가게부기능도 추가해 주면 좋을 것 같아요. 카드사와 연동하여 등록카드의 결재내역 결재일 등을 자동으로 입력해주면 좋을 듯 싶어요 그리고 현금지출은 사진을 첨부해서 넣으면 자동으로 입력되면 좋을 듯 싶어요. 그리고 적절히 광고넣으면 수익도 꽤 괜찮을것같네요. 정말 좋은 아이디어라 제가 개발하고 싶지만 능력이 안되네요. 나중에 이 아이디어로 성공하시면 이 글을 한쪽구석에 적어주시면 감사하겠습니다. 별점이 1개라 보실 것 같아 1점드립니다. 항상 열심히 일하시는 개발자분들 힘내시기 바랍니다. 그럼 아만 마치겠습니다. 좋은하루되십시오!!,"['가게', '부', '기능', '도', '추가', '하다', '주다', '좋다', '것', '같다', '카드', '사오다', '연동', '하다', '등록', '카드', '의', '결재', '내', '역', '결', '재일', '등', '을', '자동', '으로', '입력', '해주다', '좋다', '듯', '싶다', '그리고', '현금', '지출', '은', '사진', '을', '첨부', '하다', '넣다', '자동', '으로', '입력', '되다', '좋다', '듯', '싶다', '그리고', '적절하다', '광고', '넣다', '수익', '도', '꽤', '괜찮다', '같다', '정말', '좋다', '아이디어', '라', '제', '가', '개발', '하고', '싶다', '능력', '이', '안되다', '나중', '에', '이', '아이디어', '로', '성공하다', '이', '글', '을', '한쪽', '구석', '에', '적다', '감사하다', '별', '점', '이', '개', '라', '보다', '것', '같다', '점', '드리다', '항상', '열심히', '일', '하다', '개발자', '분들', '힘내다', '바라다', '그렇다', '아만', '마치다', '좋다', '하루', '되다']"
200,2018,11,17,5,기존 은행 스마트뱅킹보다 이용이 편하고 이체수수료가 없어서 정말 좋습니다. 심지어 atm입금 수수료도 없구요. 캐시백도 매월 1만원 넘게 받고 있습니다. 주변에 카뱅 늘 추천하고 있답니다^^,"['기존', '은행', '스마트', '뱅킹', '보다', '이용', '이', '편하다', '이체', '수수료', '가', '없다', '정말', '좋다', '심지어', '입금', '수수료', '도', '없다', '캐시', '백도', '매월', '만원', '넘다', '받다', '있다', '주변', '에', '카뱅', '늘', '추천', '하고', '있다']"
201,2021,1,26,1,"낮은 금리, 넉넉한 한도로 광고하여 마이너스 통장 대출 신청하였더니 당사의 기준에 한도가 부족하여 대출이 불가하다고 통보됩디다.. 불가한 사유에 대해 자세한 내용을 알고 싶으면 고객센터로 전화하라고 하여 그렇게 했더니 돌아오는 답변은 자기들도 잘 모르겠다고 합디다.. 신용이 나쁜것도 아니고 타행 대출이 소득에 비해 많은것도 아닌데 한도가 안 나오는 이유를 모르겠다고 합디다.. 타은행보다 낮은 금리로 서민을 혹하여 대출신청 실적을 올리려는건가요? 돈이 필요하여 대출을 신청한 것이 아니라 어려운 시기에 이자지출을 줄이기 위해 광고를 보고 신청한건데 기만당한 기분입니다.","['낮다', '금리', '넉넉하다', '한도', '로', '광고', '하다', '마이너스', '통장', '대출', '신청', '하다', '당사', '의', '기준', '에', '한도', '가', '부족하다', '대출', '이', '불가하다', '통보', '되다', '디다', '불가하다', '사유', '에', '대해', '자세하다', '내용', '을', '알', '고', '싶다', '고객', '센터', '로', '전화하다', '하다', '그렇게', '하다', '돌아오다', '답변', '은', '자기', '들', '도', '자다', '모르다', '합', '디다', '신용', '이', '나쁘다', '아니다', '타', '행', '대출', '이', '소득', '에', '비다', '많다', '아니다', '한도', '가', '안', '나오다', '이유', '를', '모르다', '합', '디다', '타', '은행', '보다', '낮다', '금리', '로', '서민', '을', '혹', '하다', '대출', '신청', '실적', '을', '올리다', '건가', '요', '돈', '이', '필요하다', '대출', '을', '신청', '한', '것', '이', '아니다', '어렵다', '시기', '에', '이자', '지출', '을', '줄이다', '위해', '광고', '를', '보고', '신청', '하다', '기만', '당한', '기분', '이다']"
202,2020,3,31,5,은행에 가지않고도 편하게 카뱅으로 적금과 예금까지 쉽게 개설 할 수 있어서 편하고 좋네요..26주적금도 아주 신선하고 좋아요. 요일마다 조금씩 모으다보면 목돈이 되니 재미도 쏠쏠합니다.앞으로도 좋은상품 많이 개발 해 주세요. 이벤트성 예금상품이나 적금상품 있으면 더 좋을것 같아요^^,"['은행', '에', '가지', '않다', '편하다', '카뱅', '으로', '적금', '과', '예금', '까지', '쉬다', '개설', '하다', '수', '있다', '편하다', '좋다', '주', '적금', '도', '아주', '신선하다', '좋다', '요일', '마다', '조금씩', '모으다', '보다', '목돈', '이', '되다', '재미', '도', '쏠쏠하다', '앞', '으로도', '좋다', '상품', '많이', '개발', '해', '줄다', '이벤트', '성', '예금', '상품', '이나', '적금', '상품', '있다', '더', '좋다', '같다']"
203,2021,12,9,1,"쓰레기어플 만드느라 고생이 많으십니다. 별볼일없는 카뱅 쓰는 이유가 편의점스마트출금 하나때문인데, 별 공지도 없이 점검한다면서 기능을 막아버리네요. 업데이트를 했는데도 업데이트를 하라고 계속 모지리마냥 팝업을 띄우지않나.. 덕분에 필요할때 출금 못해서 낭패 봤습니다.","['쓰레기', '어플', '만들다', '고생', '이', '많다', '별', '볼일', '없다', '카뱅', '쓰다', '이유', '가', '편의점', '스마트', '출금', '하나', '때문', '인데', '별', '공지', '도', '없이', '점검', '하다', '기능', '을', '막다', '버리다', '업데이트', '를', '하다', '업데이트', '를', '하라', '고', '계속', '모', '지', '리마', '냥', '팝업', '을', '띄우다', '않다', '덕분', '에', '필요하다', '때', '출금', '못', '하다', '낭패', '보다']"
204,2020,1,20,5,"편리하고 직관적인 UI 덕분에 금융생활이 편리해졌습니다. 특히 세이프박스있어서 비상금도관리가능한게 좋았고, 무엇보다 적금을 해지하지않고 긴급?으로 돈을 쓸수있어 편리해졌습니다!","['편리하다', '직관', '적', '인', '덕분', '에', '금융', '생활', '이', '편리하다', '특히', '세이프', '박스', '있다', '비상', '금도', '관리', '가능하다', '좋다', '무엇', '보다', '적금', '을', '해지', '하다', '않다', '긴급', '으로', '돈', '을', '쓸다', '편리하다']"
205,2018,9,18,2,앱이 실행이 전혀 안됩니다 실행하려고하면 계속 앱이 종료되고 핸드폰 재부팅 시에도 마찬가지고... 카드사용 내역을 전혀 볼수가 없어 답답하네요,"['앱', '이', '실행', '이', '전혀', '안되다', '실행', '하다', '계속', '앱', '이', '종료', '되다', '핸드폰', '재부팅', '시', '에도', '마찬가지', '고', '카드', '사용', '내', '역', '을', '전혀', '보다', '없다', '답답하다']"
206,2020,1,1,1,사진을 찍으면 계속 바르게 찍혀도 오류 나고 사진을 몇번이나 더시 찍어야는지.. 본인이 찍는 기능도 없고 기계가 찍어 줄 때까지 기다려야는데 인식도 제대로 못하고 저기 입력도 안되고 사람 잡겠음,"['사진', '을', '찍다', '계속', '바르게', '찍히다', '오류', '나다', '사진', '을', '몇번', '이나', '덥다', '찍다', '본인', '이', '찍다', '기능', '도', '없다', '기계', '가', '찍다', '줄', '때', '까지', '기다리다', '인식', '도', '제대로', '못', '하고', '저기', '입력', '도', '안되다', '사람', '잡다']"
207,2019,1,21,4,"음 공인인증서 없이 계좌 개설이 가능하다지만 오히려 그것이 안좋은점이 될수있습니다 이 앱은 본인명의의 휴대폰이 없다면 계좌 개설이 ""불가능"" 합니다 이 경우 휴대폰 인증과 더불어 공인인증서를 ""필수""가 아닌 ""선택""으로 추가한다면 매우 좋은 앱이 될수있을꺼라 생각됩니다.","['음', '공인', '인증서', '없이', '계좌', '개설', '이', '가능하다', '오히려', '그것', '이', '안좋다', '점', '이', '되다', '이', '앱', '은', '본인', '명의', '의', '휴대폰', '이', '없다', '계좌', '개설', '이', '불가능', '하다', '이', '경우', '휴대폰', '인증', '과', '더불다', '공인', '인증서', '를', '필수', '가', '아니다', '선택', '으로', '추가', '하다', '매우', '좋다', '앱', '이', '되다', '생각', '되다']"
208,2021,1,30,3,"카카오뱅크 저금통기능 너무 잘 쓰고 있는데요. 문득, 누군가가 불특정 다수에게 ""저금통"" 이라는 이름으로 자동이체로 소액을 출금하고 있다면, 장기간동안 들키지 않겠다고 생각이 들었네요. 이유1. 저금통에 출금되는 금액이 정해지지않고 주기도 일정치 않다. (돈이 출금되어도 저금통인갑다 하고 넘어가겠죠.) 이유2. 사용자는 저금통 잔금확인을 1주일에 1회밖에 하지 못한다. (계좌에서 빠져나간 금액이 저금통으로 얼마나 쌓였는지 그때그때 확인이 불가능하니까요.) 이유3. 저금통으로 나간 금액은 소액에다 여러번 이기 때문에 그것을 일일히 계산해보는 사람은 매우 드물것이다. 물론. 카카오뱅크 이체 내역을 눌러보면 ""저금통""인지 ""일반이체""인지 ""자동이체"" 인지 알겠지만, 그걸 일일히 확인하는 사람이 얼마나 될까요?","['카카오', '뱅크', '저금', '통', '기능', '너무', '자다', '쓰다', '있다', '문득', '누군가', '가', '불', '특정', '다수', '에게', '저금', '통', '이라는', '이름', '으로', '자동', '이체', '로', '소액', '을', '출금', '하고', '있다', '장기간', '동안', '들키다', '않다', '생각', '이', '들다', '이유', '저금', '통', '에', '출금', '되다', '금액', '이', '정해지다', '않다', '주기도', '일', '정치', '않다', '돈', '이', '출금', '되어다', '저금', '통인', '가다', '하다', '넘어가다', '이유', '사용자', '는', '저금', '통', '잔금', '확인', '을', '주일', '에', '회', '밖에', '하다', '못', '하다', '계좌', '에서', '빠져나가다', '금액', '이', '저금', '통', '으로', '얼마나', '쌓이다', '그때', '그때', '확인', '이', '불가능하다', '요', '이유', '저금', '통', '으로', '나가다', '금액', '은', '소액', '에다', '여러', '번', '이기', '때문', '에', '그것', '을', '일일', '히', '계산', '해보다', '사람', '은', '매우', '드물다', '물론', '카카오', '뱅크', '이체', '내', '역', '을', '누르다', '보다', '저금', '통인', '지', '일', '반', '이체', '인지', '자동', '이체', '인지', '알다', '그걸', '일일', '히', '확인', '하다', '사람', '이', '얼마나', '되다', '요']"
209,2019,6,26,5,"어제인 10월 28일 일요일, 쇼핑하던 중에 카카오뱅크 체크카드를 사용했는데 승인거절이 되었습니다. 다시 결제를 했지만 똑같이 안됐고 매장 점원 왈 사용할 수 있는 시간이 아니라고 뜬다고 해서, 그 자리에서 삼성페이로 같은 카카오뱅크 계좌로 결제를 시도했지만 안돼서 삼성페이에 연결된 다른 은행 계좌로 결제를 시도해서 성공했습니다. 이는 그 매장의 포스기 문제도 아닌 체크카드의 문제도 삼성페이의 문제도 아닌 카카오뱅크의 문제라는 것을 알 수 있었습니다. 카카오뱅크 서비스에 아주 만족하고 있고 체크카드도 잘 쓰고 있지만 어제의 일은 분명 뭔가 잘못된 것 같아요. 그것과 관련해서 미리 알림을 받은 적도 없었습니다. 제가 정말 카카오뱅크만 사용하고 있었다면 어제 쇼핑은 할 수 없었을 거에요. 왜냐면 카드도 카카오꺼만 들고다니거든요.","['어제', '인', '월', '일', '일요일', '쇼핑', '하다', '중', '에', '카카오', '뱅크', '체크카드', '를', '사용', '하다', '승인', '거절', '이', '되어다', '다시', '결제', '를', '하다', '똑같이', '안', '돼다', '매장', '점원', '왈', '사용', '하다', '수', '있다', '시간', '이', '아니다', '뜨다', '하다', '그', '자리', '에서', '삼', '성', '페이', '로', '같다', '카카오', '뱅크', '계좌', '로', '결제', '를', '시도', '하다', '안', '돼다', '삼', '성', '페이', '에', '연결', '되다', '다른', '은행', '계좌', '로', '결제', '를', '시도', '하다', '성공하다', '이다', '그', '매장', '의', '포스', '기', '문제', '도', '아니다', '체크카드', '의', '문제', '도', '삼', '성', '페이', '의', '문제', '도', '아니다', '카카오', '뱅크', '의', '문제', '라는', '것', '을', '알', '수', '있다', '카카오', '뱅크', '서비스', '에', '아주', '만족하다', '있다', '체크카드', '도', '자다', '쓰다', '있다', '어제', '의', '일', '은', '분명', '뭔가', '잘', '못', '되다', '것', '같다', '그것', '과', '관련', '하다', '미리', '알림', '을', '받다', '적도', '없다', '제', '가', '정말', '카카오', '뱅크', '만', '사용', '하고', '있다', '어제', '쇼핑', '은', '하다', '수', '없다', '거', '에요', '왜냐면', '카드', '도', '카카오', '꺼', '만', '들다']"
210,2019,3,25,5,진짜 편하고 특히 수수료가 없는 점이 최고로 좋습니다. 사용자 편의를 위한 기능도 계속 개발하고 발전해가는 모습을 보여주는 어플이라 신뢰가 갑니다.,"['진짜', '편하다', '특히', '수수료', '가', '없다', '점', '이', '최고', '로', '좋다', '사용자', '편의', '를', '위', '한', '기능', '도', '계속', '개발', '하고', '발전', '하다', '모습', '을', '보여주다', '어플', '이라', '신뢰', '가', '가다']"
211,2021,1,26,3,입출금 계좌 계설하려다가 뭘 잘못 눌러서 이전화면으로 넘어가고 싶은데 이전화면으로 넘어가거나 아예 처음부터 다시 시작 할 수 있게 해주는 기능이 없는게 많이 아쉽네요. 30일씩이나 기다려서 새로 해야 하나요ㅠ,"['입출금', '계좌', '계', '설다', '뭘', '잘못', '누르다', '이', '전', '화면', '으로', '넘어가다', '싶다', '이', '전', '화면', '으로', '넘어가다', '아예', '처음', '부터', '다시', '시작', '하다', '수', '있다', '해주다', '기능', '이', '없다', '많이', '아쉽다', '일', '씩', '이나', '기다리다', '새롭다', '하다', '하나요', 'ㅠ']"
212,2022,1,8,2,"스마트출금 잘 이용해왔는데, 번호로 된 코드 입력은 빼고 QR코드로 바뀌었네요. 다만, 야외에 있는 ATM 기기 이용시 햇빛 등으로 인해 촬영이 잘 되지 않습니다. 다음 업데이트에는 숫자 코드 입력도 되게 해 주셨으면 합니다","['스마트', '출금', '자다', '이용', '해오다', '번호', '로', '되다', '코드', '입력', '은', '빼다', '코드', '로', '바뀌다', '다만', '야외', '에', '있다', '기기', '이용', '시', '햇빛', '등', '으로', '인하다', '촬영', '이', '자다', '되다', '않다', '다음', '업데이트', '에는', '숫자', '코드', '입력', '도', '되게', '해', '주다', '하다']"
213,2019,10,5,3,기능들이 다 좋은것 같습니다.. 조금 아쉬운 부분이 있다면 사용금액을 매월 1일에서 말일이 아니라 보고싶은 기간을 정해서 볼 수 있도록 기능이 추가되면 좋을 것 같습니다.. 가계부관리가 번거로워요,"['기능', '들', '이', '다', '좋다', '것', '같다', '조금', '아쉽다', '부분', '이', '있다', '사용', '금액', '을', '매월', '일', '에서', '말', '일이', '아니다', '보다', '기간', '을', '정해', '서', '볼', '수', '있다', '기능', '이', '추가', '되다', '좋다', '것', '같다', '가계부', '관리', '가', '번거롭다']"
214,2020,1,31,5,"고객이 원하는 기능을 핵심적으로 발굴해 낸 앱.군더더기 없고, 차별화된 상품기획력으로 앱을 이용하게 되요.편해요.그리고 앱 이용 중 확인요청시 연락하니, 카카오뱅크가 가진 단점을 인정하고 미리 사전고지...앞으로의 카카오뱅크의 횡보가 궁금해져요.앱만 둘러보아도 핵심적이라 다들 간편함에 만족하실거에요","['고객', '이', '원하다', '기능', '을', '핵심', '적', '으로', '발굴', '하다', '내다', '앱', '군더더기', '없다', '차별', '화', '되다', '상품', '기획', '력', '으로', '앱', '을', '이용', '하다', '되다', '편하다', '그리고', '앱', '이용', '중', '확인', '요청', '시', '연락', '하다', '카카오', '뱅크', '가', '가지다', '단점', '을', '인정', '하고', '미리', '사', '전고지', '앞', '으로의', '카카오', '뱅크', '의', '횡보', '가', '궁금하다', '앱', '만', '둘러보다', '핵심', '적', '이라', '다', '들다', '간편하다', '만족하다']"
